age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
20,74.07,67.99,72,71,70,79,75,43,80,88,9,6,2,5,2,3,2,4,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,71.57,84.96,62,86,65,84,100,59,71,77,4,10,3,1,2,4,3,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
23,87.15,55.21,72,56,65,86,89,68,87,78,2,8,1,4,5,3,5,7,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,72.95,74.96,78,82,65,95,38,35,82,88,10,8,7,2,5,1,3,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,80.57,78.89,92,87,58,84,58,60,80,98,7,1,6,4,6,4,3,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
18,73.92,80.54,68,91,80,82,78,54,71,74,7,8,6,5,6,2,3,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
17,82.87,80.27,88,82,46,98,57,37,71,100,6,1,5,6,4,10,2,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,90.6,89.35,87,69,67,70,52,51,91,71,10,1,4,5,3,5,0,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
20,72.21,80.38,94,82,45,85,81,48,53,81,9,1,4,6,2,6,2,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,80.74,75.7,100,79,54,93,76,72,67,100,8,1,4,5,3,6,0,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,69.7,85.43,55,80,91,53,40,59,73,80,6,2,1,8,5,1,1,2,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
17,85.14,82.88,55,75,53,69,71,37,48,94,1,4,5,1,7,5,2,6,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
17,72.04,74.63,88,100,86,96,81,51,58,75,10,1,5,5,2,3,2,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
17,81.13,64.93,61,55,54,68,54,59,61,86,6,1,6,1,1,3,1,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
21,72.48,99.0,46,65,95,66,80,81,67,59,6,3,4,8,1,1,4,4,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
21,76.94,69.05,84,95,46,99,45,46,75,100,10,3,2,5,2,1,0,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
17,84.74,75.86,85,73,78,82,44,37,58,90,8,4,6,2,2,3,4,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
22,92.27,71.83,73,79,71,80,76,83,91,66,5,7,2,1,8,6,3,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
21,85.2,80.73,69,85,92,89,77,48,85,89,7,1,4,4,6,6,3,2,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
17,79.64,60.9,62,42,64,58,70,78,62,76,2,4,2,3,1,5,3,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
22,96.19,81.85,74,100,47,94,53,41,74,73,5,1,9,6,3,1,2,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
22,79.07,68.27,60,84,76,75,59,73,55,70,4,3,9,5,2,3,3,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
20,75.85,85.09,71,84,47,98,35,37,90,92,7,2,1,4,6,1,2,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,72.83,91.54,67,75,58,91,38,42,53,84,4,3,8,5,6,6,2,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,74.48,77.31,81,65,46,64,100,66,96,69,3,9,2,4,2,5,2,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,92.26,72.57,78,65,90,90,95,46,99,76,5,8,1,2,6,1,2,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,87.76,72.14,100,68,48,100,51,81,60,81,10,7,6,3,4,5,3,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,87.41,69.9,94,68,55,93,56,74,54,78,10,6,6,1,2,5,2,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,64.01,69.57,73,36,71,66,99,61,76,88,4,10,1,3,5,5,2,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,87.69,73.22,99,47,74,76,62,52,93,77,6,4,10,5,6,6,4,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
17,89.0,74.23,93,100,89,100,80,78,61,91,10,2,1,2,2,8,3,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
17,60.99,90.81,56,68,59,89,100,41,60,72,5,9,3,3,2,3,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
22,70.51,74.85,88,73,54,72,100,64,94,67,3,10,1,5,4,5,3,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,77.3,99.0,98,77,44,89,88,35,80,69,10,7,5,8,1,7,3,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
17,77.19,77.93,90,86,80,100,78,54,69,94,3,7,10,1,1,2,4,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,79.5,76.62,84,81,44,94,68,57,63,94,2,2,8,2,1,1,3,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
17,70.97,82.99,62,96,68,88,48,80,64,90,10,3,2,2,5,4,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,85.34,71.27,99,70,53,88,38,34,70,81,7,4,3,3,2,1,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
18,65.86,65.31,57,58,76,65,81,31,86,64,3,8,2,2,6,6,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,69.73,69.47,71,97,82,70,38,46,67,71,3,4,1,6,10,3,1,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,70.85,74.21,95,73,85,74,80,67,96,93,3,3,4,6,1,10,6,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
22,80.1,71.15,62,88,82,78,82,48,53,99,4,1,2,4,9,6,1,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
19,90.61,86.37,85,85,90,84,61,75,86,82,10,4,4,3,1,3,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
17,75.53,89.31,63,40,49,70,82,38,93,75,5,1,10,1,3,5,1,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
18,81.95,79.25,50,44,52,57,40,66,49,77,1,1,1,4,6,3,2,4,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
20,82.13,80.69,84,85,63,82,70,77,78,87,1,4,2,1,2,10,6,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,87.25,99.0,82,75,88,65,62,59,94,87,1,1,7,4,3,10,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,78.01,70.85,73,81,82,61,65,73,83,96,1,1,8,1,4,8,1,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
17,87.64,81.83,51,74,82,61,80,61,55,84,5,10,1,8,3,4,3,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,86.12,77.44,74,72,98,51,78,35,90,72,5,4,10,6,4,4,1,10,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
17,88.23,67.44,96,72,90,67,36,64,58,95,3,5,10,3,3,6,2,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
20,87.04,65.99,76,70,86,91,68,52,58,93,6,8,10,4,1,2,3,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
20,85.89,93.03,83,84,77,100,86,70,96,99,2,3,1,1,4,9,3,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,76.38,76.37,61,73,85,78,58,37,79,71,10,7,8,1,3,4,0,2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
17,77.37,75.32,59,81,75,79,72,67,75,97,3,2,5,1,1,2,1,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
20,77.24,87.29,95,85,51,99,64,39,89,99,10,6,1,1,7,5,3,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
18,96.79,78.15,75,74,78,75,40,41,51,84,3,1,8,4,1,4,2,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,61.23,75.59,73,90,83,83,73,79,52,75,10,2,5,3,5,2,3,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
19,71.78,69.68,74,55,71,72,35,70,84,81,7,4,9,7,4,3,3,1,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
20,87.92,73.19,68,72,71,89,48,79,89,72,10,1,3,1,1,7,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
19,70.27,65.32,94,91,94,74,56,64,66,81,8,4,1,2,6,6,2,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,89.9,63.04,43,65,79,78,67,73,62,78,3,3,5,7,5,1,4,7,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
18,66.99,85.52,89,58,84,57,83,66,98,92,3,3,10,2,1,3,0,5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
18,88.59,89.36,63,93,76,87,44,36,87,71,5,1,6,2,3,10,2,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,81.14,96.38,81,65,83,83,53,35,78,82,10,1,8,4,2,2,3,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
19,75.94,97.34,82,78,74,82,77,56,79,80,6,8,6,6,2,3,1,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,82.59,96.09,72,99,57,81,54,35,78,100,3,1,6,2,10,4,0,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
22,71.05,85.82,83,94,92,84,51,74,69,96,7,3,1,2,2,3,2,4,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,75.48,89.18,65,78,92,63,97,63,61,80,5,8,3,3,1,1,4,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,83.07,91.39,100,94,86,100,76,77,60,92,4,6,10,4,3,3,1,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
17,95.33,70.52,100,90,50,85,78,35,52,80,4,1,7,5,1,1,4,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,85.54,75.09,91,76,53,93,64,40,56,78,10,6,2,6,6,3,0,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
17,86.52,88.99,73,78,50,80,97,47,55,80,5,10,3,5,8,5,2,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,81.46,72.5,100,84,93,99,37,61,55,98,6,6,4,4,1,2,3,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,69.5,98.44,85,80,88,100,90,78,89,74,10,3,5,2,6,6,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
19,72.0,80.01,43,62,77,49,77,30,78,82,6,3,6,3,5,1,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
19,80.98,77.01,97,76,52,68,55,54,54,80,3,1,5,3,1,3,0,5,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
20,83.81,72.36,61,53,87,69,99,47,98,59,5,10,3,1,3,3,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,81.81,75.93,71,91,83,79,62,82,65,70,6,4,6,3,8,8,1,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
17,73.58,81.15,57,78,85,83,58,35,88,72,7,3,5,1,1,5,1,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
20,74.97,70.37,49,37,51,61,92,54,84,90,1,3,4,6,1,2,2,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
17,81.75,88.45,50,57,90,41,62,74,51,83,3,4,2,1,5,6,1,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
18,99.0,80.85,52,44,81,63,76,48,60,62,3,10,4,3,4,1,6,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,76.46,67.22,82,92,94,71,53,77,57,78,10,2,1,6,1,5,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
20,87.76,69.97,88,78,42,73,67,49,70,74,10,6,3,2,2,6,5,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
